gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_bead,D1_B7_bead,D2_B7C2_bead,D2_B7_bead,D3_B7C2_bead,D3_B7_bead
ENSG00000106948,AKNA,80709,AT-hook transcription factor,16995.287710608613,-0.24235700855533127,0.10967656134526138,-2.209742953121883,0.027123006896739455,0.2670611440015661,15388,20846,14135,19232,15338,17660
ENSG00000111450,STX2,2054,syntaxin 2,464.1498087610211,0.3732358661351422,0.16892132075516347,2.2095249105713224,0.027138151705671104,0.2670611440015661,576,506,432,397,511,369
ENSG00000204147,ASAH2B,653308,N-acylsphingosine amidohydrolase 2B,250.81493266853624,0.5957684974031662,0.2695239909076677,2.2104470010139536,0.02707415490226958,0.2670611440015661,371,248,174,186,349,195
ENSG00000100100,PIK3IP1,113791,phosphoinositide-3-kinase interacting protein 1,212.6174859000585,-0.7785367835508997,0.35245595961825743,-2.2088909615661696,0.027182226029096333,0.2672307560088109,111,217,188,303,142,314
ENSG00000160712,IL6R,3570,interleukin 6 receptor,581.2797087585865,-0.7103078452254739,0.3216198004658777,-2.208532696670316,0.027207161151337814,0.2672307560088109,315,612,503,990,430,636
ENSG00000065970,FOXJ2,55810,forkhead box J2,2597.4206199055834,-0.21822937673820134,0.09888981991872227,-2.2067931453163174,0.027328514177076983,0.26765868296960693,2350,2908,2029,2796,2583,3037
ENSG00000124762,CDKN1A,1026,cyclin dependent kinase inhibitor 1A,10154.33693639528,0.33125774214994075,0.15010402671077805,2.206854468922486,0.027324228245848032,0.26765868296960693,12475,9402,7598,9419,13217,9312
ENSG00000157764,BRAF,673,"B-Raf proto-oncogene, serine/threonine kinase",1966.1873055781384,-0.2815490026523204,0.12757914497700168,-2.2068575761585048,0.0273240110953255,0.26765868296960693,1614,2190,1579,2222,1937,2332
ENSG00000160949,TONSL,4796,"tonsoku like, DNA repair protein",1906.1246932723607,0.26381190898169327,0.11956978286929368,2.2063426281377145,0.02736001878975495,0.26771324546600983,2311,2023,1671,1750,2059,1664
ENSG00000064547,LPAR2,9170,lysophosphatidic acid receptor 2,701.3868660509029,-0.28670332573431156,0.13013571120930867,-2.20311029977914,0.02758697542117662,0.26841405719387573,627,905,561,771,637,743
ENSG00000100285,NEFH,4744,neurofilament heavy chain,661.6028080089237,0.29825011715946553,0.1353474080592546,2.2035894254354154,0.027553231635605524,0.26841405719387573,806,685,593,562,719,616
ENSG00000160785,SLC25A44,9673,solute carrier family 25 member 44,4831.078657571192,0.3208550220334468,0.14555481398060072,2.2043587103632984,0.02749912702993491,0.26841405719387573,6296,4963,3718,4253,5722,4267
ENSG00000169228,RAB24,53917,"RAB24, member RAS oncogene family",308.27377942784136,-0.3684016231220861,0.16712302205044208,-2.2043738714280363,0.027498061658092224,0.26841405719387573,297,400,211,357,275,333
ENSG00000181690,PLAG1,5324,PLAG1 zinc finger,285.1578160100995,-0.43764279196270356,0.19864856276918277,-2.203100721504928,0.027587650361590832,0.26841405719387573,278,380,207,302,215,348
ENSG00000196363,WDR5,11091,WD repeat domain 5,2270.5573202221235,0.32323998550037436,0.14667607687196352,2.203767597237667,0.027540692464565166,0.26841405719387573,2894,2380,1767,1877,2738,2082
ENSG00000108559,NUP88,4927,nucleoporin 88,2986.1802879321776,0.22538654409305942,0.10232183552343459,2.2027218622504043,0.027614358394187313,0.26842092439095633,3282,3110,2621,2512,3451,3020
ENSG00000178718,RPP25,54913,ribonuclease P and MRP subunit p25,282.886914119993,0.4500226874310908,0.20436893923649405,2.2020111721102995,0.027664519308126013,0.2686555341653667,308,312,272,235,369,206
ENSG00000117151,CTBS,1486,chitobiase,1238.437742497595,-0.23358122339963133,0.10610909848226029,-2.2013307693749025,0.027712616128510538,0.2688696769686224,1103,1473,963,1277,1235,1446
ENSG00000102900,NUP93,9688,nucleoporin 93,3197.097676884457,0.41442247590936776,0.18839864231202005,2.199710522451717,0.02782743976430709,0.26973019782811464,4307,3597,2479,2287,3941,2765
ENSG00000151465,CDC123,8872,cell division cycle 123,4251.612430297923,0.3533124896418143,0.16070714121955215,2.1984865573529917,0.027914451468560503,0.2703197772138368,5752,4629,3498,3650,4675,3464
ENSG00000040199,PHLPP2,23035,PH domain and leucine rich repeat protein phosphatase 2,1050.181509251183,0.29117000374684593,0.13257128429615703,2.1963278495242453,0.02806848576412932,0.2714725016031844,1268,1145,888,924,1213,900
ENSG00000096080,MRPS18A,55168,mitochondrial ribosomal protein S18A,1656.4691217571578,0.19778116367447446,0.0900609238350531,2.1960818882638975,0.02808608270000978,0.2714725016031844,1828,1736,1458,1559,1851,1543
ENSG00000011451,WIZ,58525,WIZ zinc finger,1472.2397375382427,0.26604002398726045,0.12130676683525254,2.193117753674624,0.02829889621180165,0.2728465644231565,1726,1618,1278,1327,1672,1256
ENSG00000164347,GFM2,84340,GTP dependent ribosome recycling factor mitochondrial 2,1433.947434497126,0.34402191517155,0.15685615192814548,2.1932318939530253,0.0282906757289391,0.2728465644231565,1885,1560,1171,1190,1631,1226
ENSG00000189221,MAOA,4128,monoamine oxidase A,1313.7995841110946,0.8496746337462356,0.38744891255255126,2.1929978539583352,0.02830753371085931,0.2728465644231565,1174,459,1618,1173,2077,1255
ENSG00000119231,SENP5,205564,SUMO specific peptidase 5,433.6321742821719,0.3455384296423971,0.15767148141405038,2.1915087404741387,0.0284149979340072,0.27286327783512215,452,432,407,409,550,356
ENSG00000131467,PSME3,10197,proteasome activator subunit 3,3480.255026105229,0.4592937742716424,0.20953434024988035,2.1919737534377957,0.028381401863234134,0.27286327783512215,4884,4124,2777,2488,4153,2656
ENSG00000147586,MRPS28,28957,mitochondrial ribosomal protein S28,718.1834981671295,0.30654992393156394,0.1398178633928994,2.192494696261622,0.02834380564243492,0.27286327783512215,837,764,634,670,839,582
ENSG00000197530,MIB2,142678,MIB E3 ubiquitin protein ligase 2,988.8004022753796,-0.42859059046310055,0.19554561177112814,-2.1917678774849447,0.028396271682929804,0.27286327783512215,658,1140,756,1262,1026,1141
ENSG00000177311,ZBTB38,253461,zinc finger and BTB domain containing 38,2024.42833763007,-0.32369529791583085,0.1477399179372457,-2.1909806261928773,0.02845319446739499,0.27297613985773095,1873,2461,1581,2566,1737,2014
ENSG00000152409,JMY,133746,"junction mediating and regulatory protein, p53 cofactor",4343.9234745515905,-0.4424735658246155,0.20201899535210327,-2.1902572332538273,0.028505586558207473,0.27322485611919756,3420,4066,2947,5313,4366,6184
ENSG00000140374,ETFA,2108,electron transfer flavoprotein subunit alpha,1852.4240334875137,0.22162430401846242,0.10121418241870715,2.1896566145408114,0.02854914978413441,0.2732275273747117,2131,1941,1546,1719,2135,1705
ENSG00000173418,NAA20,51126,"N-alpha-acetyltransferase 20, NatB catalytic subunit",1783.4909976317072,0.35545152212130443,0.16234194172374183,2.1895236581941235,0.028558800933576853,0.2732275273747117,2401,1916,1435,1444,2019,1563
ENSG00000063169,BICRA,29998,BRD4 interacting chromatin remodeling complex associated protein,1144.8004521490316,-0.27685401175476715,0.1264703899192549,-2.18908166513541,0.02859090490631305,0.2732813993961756,1000,1249,882,1336,1118,1333
ENSG00000117877,POLR1G,10849,RNA polymerase I subunit G,673.1455244166815,0.5622958302841168,0.2569921911828558,2.1879879995420968,0.028670476466339644,0.2732828518578247,997,775,511,424,856,522
ENSG00000128271,ADORA2A,135,adenosine A2a receptor,981.9966638230452,0.9853736517059533,0.4503408202346802,2.1880620353101867,0.028665083852343738,0.2732828518578247,1763,1243,860,605,1205,259
ENSG00000166411,IDH3A,3419,isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha,3245.714782715772,0.4009696144236622,0.18322175750052969,2.1884388617028905,0.02863765012334645,0.2732828518578247,4313,3828,2729,2464,3744,2543
ENSG00000130511,SSBP4,170463,single stranded DNA binding protein 4,564.6109829562321,0.42918169301163184,0.19619208613392014,2.187558639438054,0.028701767406311963,0.273328731490183,802,482,458,514,635,508
ENSG00000258790,PRORP,9692,protein only RNase P catalytic subunit,912.2082365675528,0.308512196943047,0.14105566518265986,2.187166297387202,0.028730386251558625,0.2733491034791149,1038,1032,833,786,1059,747
ENSG00000163399,ATP1A1,476,ATPase Na+/K+ transporting subunit alpha 1,222.62651887358126,-1.0905450599044346,0.49908220440149215,-2.1851010721014084,0.02888143666906636,0.2745332143045783,83,153,179,306,137,476
ENSG00000114686,MRPL3,11222,mitochondrial ribosomal protein L3,4817.206027844256,0.3249543326275624,0.1488293493578381,2.1834022256339907,0.029006202199480715,0.27529944263861006,6163,5437,3968,3905,5514,4129
ENSG00000125977,EIF2S2,8894,eukaryotic translation initiation factor 2 subunit beta,13477.975289006188,0.19808724549646192,0.09072930399670939,2.1832774723329327,0.029015382504195265,0.27529944263861006,14782,13714,11151,12208,16074,13423
ENSG00000075914,EXOSC7,23016,exosome component 7,1590.2136260494292,0.2224163206927458,0.10193013315851143,2.182046798142277,0.02910607905313998,0.2759063857351368,1789,1545,1405,1460,1777,1590
ENSG00000103356,EARS2,124454,"glutamyl-tRNA synthetase 2, mitochondrial",699.9276260319909,0.4663119843266123,0.21378533218361587,2.18121598691395,0.02916744490955511,0.2762344346801261,942,672,504,510,952,665
ENSG00000265118,NA,NA,NA,234.4222892601607,-1.2133937147782063,0.5564175021102703,-2.1807252830406783,0.029203741835978472,0.27632468100165514,78,287,237,425,65,305
ENSG00000163870,TPRA1,131601,transmembrane protein adipocyte associated 1,928.4551841373125,0.24544296344654717,0.11259779386297836,2.179820359049217,0.02927078019251292,0.27646545653584564,1006,1009,828,820,1092,840
ENSG00000205220,PSMB10,5699,proteasome 20S subunit beta 10,5554.153142512514,0.1823602479369373,0.0836591096268295,2.179801443624907,0.029272182891957696,0.27646545653584564,5988,5543,4881,5124,6270,5628
ENSG00000108883,EFTUD2,9343,elongation factor Tu GTP binding domain containing 2,6308.796834352915,0.27472999751408433,0.12609276922734436,2.1787926397170967,0.02934707598471838,0.27666654373538613,7865,6791,5108,5388,7205,5764
ENSG00000156508,EEF1A1,1915,eukaryotic translation elongation factor 1 alpha 1,358037.82124994363,-0.15802703208741445,0.07252263398404254,-2.179002931997558,0.029331450405757704,0.27666654373538613,349874,404601,277185,380658,355742,397158
ENSG00000170445,HARS1,3035,histidyl-tRNA synthetase 1,3322.16845487761,0.3824102295690679,0.17554833051326382,2.17837576951593,0.02937807232094735,0.27670605891344846,4482,3725,2590,2657,3955,2707
ENSG00000170779,CDCA4,55038,cell division cycle associated 4,3001.8379924904466,0.25437918116178015,0.11679488175896208,2.177999389448937,0.029406082207893876,0.27671739893535874,3531,3267,2449,2576,3559,2762
ENSG00000136930,PSMB7,5695,proteasome 20S subunit beta 7,4054.466851031009,0.2842886150474376,0.1305641721454038,2.1773861111824564,0.029451771073335284,0.27689492968127516,5077,4389,3286,3446,4645,3658
ENSG00000162377,COA7,65260,cytochrome c oxidase assembly factor 7,893.6269283720188,0.5458195850408643,0.25081157705576596,2.1762136797995795,0.02953928648800583,0.27746501766668263,1273,1077,704,577,1141,649
ENSG00000204977,TRIM13,10206,tripartite motif containing 13,666.4002657822954,-0.3077730683261993,0.1414839095244876,-2.1753220515364036,0.029605991171569705,0.27783876987646733,607,854,537,753,573,705
ENSG00000085719,CPNE3,8895,copine 3,3485.077190730913,-0.2274023002426866,0.10457048334808514,-2.174631817333478,0.029657718040409398,0.27807141083664505,3297,4207,2811,3931,3167,3641
ENSG00000110172,CHORDC1,26973,cysteine and histidine rich domain containing 1,1928.7521745329082,0.46568518243433554,0.21439637450474636,2.172075826888696,0.029849943955231183,0.2793760458088476,2735,2184,1422,1473,2435,1456
ENSG00000124224,NA,NA,NA,428.47032111928763,-0.4728389256395728,0.21769127103017316,-2.172061945350279,0.029850990848315304,0.2793760458088476,353,491,301,414,387,654
ENSG00000169231,THBS3,7059,thrombospondin 3,126.9170097141844,-0.6778521171511129,0.31226920580658324,-2.170729948860114,0.029951591924826916,0.2800636625362212,113,198,92,125,75,169
ENSG00000141076,UTP4,84916,UTP4 small subunit processome component,304.3378252911179,0.7677428313173004,0.35374005423212107,2.17035877654249,0.029979677150918038,0.2800725857275357,220,198,425,216,446,288
ENSG00000085224,ATRX,546,ATRX chromatin remodeler,4072.3785287703263,-0.22831354645538865,0.10525477313703598,-2.1691514755168098,0.03007118573737866,0.28008903991723044,3650,4499,3239,4389,3967,4855
ENSG00000121966,CXCR4,7852,C-X-C motif chemokine receptor 4,12002.90634798772,-0.30859251398321297,0.14226934840223207,-2.1690723788988087,0.03007718931456809,0.28008903991723044,9304,13042,9409,14102,12339,14329
ENSG00000130429,ARPC1B,10095,actin related protein 2/3 complex subunit 1B,14862.57126195508,0.15507622660345544,0.07149537917298676,2.1690384525164976,0.030079764704365533,0.28008903991723044,15826,15790,13227,14228,16328,14074
ENSG00000136156,ITM2B,9445,integral membrane protein 2B,2826.191123546363,-0.3061801606178983,0.14116814405501318,-2.1689040588263313,0.030089968542885648,0.28008903991723044,2556,4045,1960,2862,2857,2941
ENSG00000134716,CYP2J2,1573,cytochrome P450 family 2 subfamily J member 2,178.1167640294318,0.8929694504011596,0.4120269455674433,2.167259835813317,0.030215047177716177,0.28099993875276047,285,209,141,67,258,122
ENSG00000107949,BCCIP,56647,BRCA2 and CDKN1A interacting protein,1453.25010924197,0.38987036995357244,0.1799355022441479,2.166722881761108,0.03025599077502569,0.281127446238155,1906,1646,1183,1059,1735,1264
ENSG00000115368,WDR75,84128,WD repeat domain 75,3186.4422758066876,0.4125075320125375,0.19056709749681144,2.1646314470389596,0.03041592075736469,0.28185237879557967,4327,3446,2307,2443,4095,2722
ENSG00000141101,NOB1,28987,NIN1 (RPN12) binding protein 1 homolog,557.9176029762945,-0.7298886256173465,0.337173533305031,-2.164726924034804,0.030408603935970734,0.28185237879557967,349,523,271,639,623,1003
ENSG00000256594,NA,NA,NA,576.2190059966875,-0.4275293598653122,0.1974847767635394,-2.1648724872460385,0.030397451697900157,0.28185237879557967,433,677,471,783,508,603
ENSG00000038274,MAT2B,27430,methionine adenosyltransferase 2B,908.3465155689872,-0.3304661205335525,0.15272786532565816,-2.16375786978301,0.03048293707084519,0.28222005325769944,785,1085,600,942,970,1145
ENSG00000130309,COLGALT1,79709,collagen beta(1-O)galactosyltransferase 1,2424.4559428846264,0.21712351012345377,0.10044846782096205,2.161541284138367,0.030653551480623153,0.28228065292994897,2703,2344,2044,2323,2846,2349
ENSG00000135365,PHF21A,51317,PHD finger protein 21A,2331.473139136336,-0.4784047607466216,0.221154396374569,-2.1632161448707894,0.030524559076416807,0.28228065292994897,1641,2201,1909,3103,2038,3129
ENSG00000142784,WDTC1,23038,WD and tetratricopeptide repeats 1,3512.8281843663585,-0.39944514037357576,0.18478800458829323,-2.1616399899091805,0.03064593651843599,0.28228065292994897,2461,3801,2984,4455,3244,4205
ENSG00000148053,NTRK2,4915,neurotrophic receptor tyrosine kinase 2,1575.610444006059,0.507776307519594,0.23487441356481,2.1619055895140358,0.030625454081362087,0.28228065292994897,1578,1011,1527,1567,2280,1459
ENSG00000149131,SERPING1,710,serpin family G member 1,284.7361879449979,0.9621383165094713,0.44495805507205544,2.162312392240354,0.030594105174598575,0.28228065292994897,398,191,217,91,503,325
ENSG00000198961,PJA2,9867,praja ring finger ubiquitin ligase 2,6366.886639654398,-0.26845439144132316,0.12416702670808319,-2.1620425209380243,0.030614898835355217,0.28228065292994897,5356,6954,5244,7199,6059,7587
ENSG00000117602,RCAN3,11123,RCAN family member 3,3139.3850975126716,-0.29862682486534153,0.1382730139120504,-2.1596898513782694,0.030796687367753508,0.2833459926001065,2494,3730,2594,3790,3028,3315
ENSG00000081692,JMJD4,65094,jumonji domain containing 4,573.2454136069705,0.3882936997511442,0.17994176112764254,2.157885403131662,0.0309367426583733,0.28438111706356867,764,568,470,436,666,556
ENSG00000131828,PDHA1,5160,pyruvate dehydrogenase E1 subunit alpha 1,2910.5896582229107,0.24811345537701182,0.11511633106786,2.155328032742385,0.03113617363451222,0.2859259293934553,3382,3236,2594,2624,3194,2503
ENSG00000186350,RXRA,6256,retinoid X receptor alpha,484.46450329702543,0.9415958978683278,0.43697046466812584,2.154827325877641,0.031175349058575618,0.2859259293934553,416,182,816,470,547,369
ENSG00000274559,LOC102724334,102724334,histone H2B type F-S-like,123.12172398096351,-0.6444060450472128,0.2990745217026503,-2.154667142418445,0.031187890777587,0.2859259293934553,68,159,92,146,117,165
ENSG00000050426,LETMD1,25875,LETM1 domain containing 1,1428.0230328112293,-0.459972168542322,0.21374354760114708,-2.151981539113621,0.031398808382307054,0.2873733948131792,1014,1377,1143,1838,1301,1927
ENSG00000129235,TXNDC17,84817,thioredoxin domain containing 17,1091.871897594771,0.38929231574516177,0.18090228950402484,2.151947975962463,0.03140145203422127,0.2873733948131792,1492,1114,880,810,1251,1049
ENSG00000154642,C21orf91,54149,chromosome 21 open reading frame 91,1630.4027515074729,0.235104388847444,0.10928806589849689,2.151235699109188,0.0314576006304843,0.28763225093754596,1881,1681,1332,1511,1934,1505
ENSG00000205937,RNPS1,10921,RNA binding protein with serine rich domain 1,3671.7559646552863,0.24426795267712603,0.1136145517472614,2.149970658868651,0.03155753574131722,0.2882906561571838,4229,3691,3060,3640,4324,3195
ENSG00000102897,LYRM1,57149,LYR motif containing 1,870.2308268500614,0.33026569383105614,0.1537191950017246,2.1485000219221213,0.03167405465187135,0.28909926275090003,923,749,766,846,1137,812
ENSG00000265354,TIMM23,100287932,translocase of inner mitochondrial membrane 23,2584.33715370318,0.42628151326845554,0.19845692119096417,2.1479800790533696,0.03171533803067012,0.2892203484899361,3437,3095,2268,2050,2927,1822
ENSG00000215021,PHB2,11331,prohibitin 2,7823.134705431341,0.18437570414238988,0.08609128569708917,2.141630278250378,0.03222324524922045,0.2935927278973545,8793,7855,6548,7363,8891,7717
ENSG00000235453,SMIM27,100129250,small integral membrane protein 27,110.98964590235894,-0.6527474444786776,0.3050301919741699,-2.139943722469127,0.03235931509293882,0.29457249533016533,65,131,81,156,103,136
ENSG00000142082,SIRT3,23410,sirtuin 3,742.7582327614216,-0.320689430864336,0.14993619112501266,-2.138839385328616,0.03244867849985625,0.29499698813118214,627,807,595,856,684,913
ENSG00000184640,SEPTIN9,10801,septin 9,38031.70938687025,-0.3783236077629797,0.1769024318204277,-2.138600379145794,0.03246804678050123,0.29499698813118214,27862,39845,32590,46548,34343,47633
ENSG00000188807,TMEM201,199953,transmembrane protein 201,326.79062822129606,0.6050777897737506,0.2829702363288105,2.1383089529976296,0.03249167640270794,0.29499698813118214,465,365,253,184,444,272
ENSG00000066027,PPP2R5A,5525,protein phosphatase 2 regulatory subunit B'alpha,2887.3214228000497,-0.20571357144555,0.09628305854730525,-2.1365500281078003,0.032634607794459605,0.2957744128728767,2560,3300,2311,3205,2895,3175
ENSG00000172269,DPAGT1,1798,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,1518.1912462189912,0.22638988963816278,0.10595864917436965,2.1365871630319373,0.03263158463082563,0.2957744128728767,1569,1590,1325,1375,1870,1425
ENSG00000135775,COG2,22796,component of oligomeric golgi complex 2,1291.683136698707,0.3290523150488034,0.154105134123134,2.1352456355275096,0.03274095102442731,0.2964129316318153,1576,1462,1123,1134,1489,1008
ENSG00000140941,MAP1LC3B,81631,microtubule associated protein 1 light chain 3 beta,318.5092751462568,0.5955144017559347,0.2789318245655281,2.1349819178343106,0.032762487163799404,0.2964129316318153,333,232,336,201,441,360
ENSG00000104408,EIF3E,3646,eukaryotic translation initiation factor 3 subunit E,13923.525193760288,-0.18806737339271587,0.08814554221099077,-2.1336005052024736,0.03287549660244907,0.2969149181339298,13056,15314,10875,15408,13828,15654
ENSG00000113569,NUP155,9631,nucleoporin 155,4335.127964892214,0.3312331081128376,0.15523335651759654,2.1337753401943003,0.03286117542758986,0.2969149181339298,5717,4833,3555,3598,4833,3656
ENSG00000002587,HS3ST1,9957,heparan sulfate-glucosamine 3-sulfotransferase 1,143.04854574612406,1.079307644531893,0.5062045845807965,2.132156992267663,0.03299394270625257,0.29751749075547756,241,121,70,50,276,120
ENSG00000126457,PRMT1,3276,protein arginine methyltransferase 1,6315.943326184071,0.36768487165211394,0.1724531934722232,2.1320850269515965,0.0329998573006899,0.29751749075547756,8584,7012,4875,5004,7415,5357
ENSG00000148606,POLR3A,11128,RNA polymerase III subunit A,2160.557509311739,0.3125012056299274,0.14664105001978484,2.1310622474932135,0.033084014365818926,0.2976418456682643,2787,2226,1676,1833,2552,1993
ENSG00000163918,RFC4,5984,replication factor C subunit 4,2260.2660752972542,0.21632562564573868,0.10152003161363053,2.1308664133305277,0.03310014906782596,0.2976418456682643,2442,2505,1980,2043,2639,2022
ENSG00000213516,RBMXL1,494115,RBMX like 1,1904.0990827834828,0.39730400278296085,0.18639533331694239,2.131512606634814,0.033046934987084796,0.2976418456682643,2495,1979,1375,1463,2515,1728
ENSG00000145425,RPS3A,6189,ribosomal protein S3A,33529.948994005004,-0.21910174708526084,0.10284392273640312,-2.1304296963354408,0.03313615427189609,0.29765025256066613,29182,37058,26986,36699,33505,39054
ENSG00000176531,PHLDB3,653583,pleckstrin homology like domain family B member 3,456.3216087879454,-0.4722223153170966,0.22171040330306407,-2.129905986737116,0.03317937579106996,0.29765025256066613,310,492,354,518,439,645
ENSG00000177034,MTX3,345778,metaxin 3,652.302012386332,0.2800809156583911,0.1315326992595956,2.1293633996335597,0.0332242061408091,0.29765025256066613,726,626,600,644,748,573
ENSG00000177565,TBL1XR1,79718,TBL1X/Y related 1,4436.141896469799,-0.23697365387988412,0.11131940128797387,-2.1287722637570905,0.03327310674163429,0.29765025256066613,4049,5850,3477,4790,4269,4444
ENSG00000186197,EDARADD,128178,EDAR associated via death domain,265.9576456945107,0.45549831742664937,0.21397349869151355,2.128760431605332,0.03327408616245362,0.29765025256066613,333,298,266,205,290,204
ENSG00000258890,CEP95,90799,centrosomal protein 95,595.5569968218948,-0.35708487200880557,0.16768045674326165,-2.1295556974510403,0.03320831192954749,0.29765025256066613,448,714,434,656,637,725
ENSG00000130766,SESN2,83667,sestrin 2,2369.5928799452117,0.34317629622009027,0.16130696893051497,2.127473465625145,0.03338076371864657,0.2979778515673123,2647,2425,1818,1937,3334,2200
ENSG00000153790,C7orf31,136895,chromosome 7 open reading frame 31,249.52649194556008,-0.49810351630490735,0.23415106001643243,-2.127274231728659,0.03339730449127001,0.2979778515673123,160,344,182,266,258,308
ENSG00000196459,TRAPPC2,6399,trafficking protein particle complex subunit 2,412.7564981632637,-0.33783600380336665,0.15880174708294095,-2.127407349157925,0.033386252054828515,0.2979778515673123,395,549,307,463,354,435
ENSG00000164237,CMBL,134147,carboxymethylenebutenolidase homolog,134.79656132447104,-0.6221145042092673,0.29251568452395615,-2.1267731514011103,0.03343893612125961,0.29809165594107334,85,164,116,170,101,176
ENSG00000171150,SOCS5,9655,suppressor of cytokine signaling 5,490.32208401627406,-0.30694689090848615,0.14437144834976237,-2.1260913734470503,0.033495652081480226,0.29833961728828334,406,636,383,538,480,528
ENSG00000134242,PTPN22,26191,protein tyrosine phosphatase non-receptor type 22,2017.3235103840643,-0.21303427511138304,0.1002235028916988,-2.1255919915470045,0.033537247015779086,0.2984525870205927,1806,2275,1611,2223,1993,2279
ENSG00000182446,NPLOC4,55666,"NPL4 homolog, ubiquitin recognition factor",291.56620544475624,0.6201253288538466,0.2918998911922547,2.124445221000141,0.033632932045051356,0.29904630275716204,481,306,226,181,331,239
ENSG00000158470,B4GALT5,9334,"beta-1,4-galactosyltransferase 5",3565.1233233933995,0.2588012344050455,0.12194409364573855,2.1222941322348294,0.03381304592684283,0.30032191356653065,4305,3615,3078,3510,3910,3043
ENSG00000187239,FNBP1,23048,formin binding protein 1,32422.51393740661,-0.27557540231582234,0.12986358189427613,-2.1220375897237482,0.033834581563293144,0.30032191356653065,27339,35012,26837,38865,30361,36978
ENSG00000138764,CCNG2,901,cyclin G2,1114.2464382538542,-0.6033159591516232,0.2844986568337941,-2.1206284973924645,0.03395307801722224,0.30083731583460693,668,960,884,1532,984,1673
ENSG00000171456,ASXL1,171023,ASXL transcriptional regulator 1,5827.463008860185,-0.3007956296490828,0.14186411667970553,-2.1203080573800475,0.03398007461621154,0.30083731583460693,4999,6126,4777,6618,5267,7334
ENSG00000197948,FCHSD1,89848,FCH and double SH3 domains 1,1067.0549855033723,-0.34950079090789127,0.16481451173073774,-2.1205704961155414,0.03395796317977701,0.30083731583460693,803,1203,885,1307,1013,1224
ENSG00000136098,NEK3,4752,NIMA related kinase 3,295.2474253323741,0.33605757916565865,0.15863186030115226,2.1184746779598704,0.03413488723464075,0.30194896394446996,340,304,277,261,338,254
ENSG00000144647,POMGNT2,84892,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",230.75389472534238,0.4032596296704608,0.19038597438145324,2.118116268704219,0.03416522205730721,0.301958550768478,279,248,219,188,264,189
ENSG00000148110,MFSD14B,84641,major facilitator superfamily domain containing 14B,2497.5419861280466,0.2543173643779373,0.12008982545395146,2.117726155538926,0.03419826640086191,0.3019920479521792,2902,2786,2124,2252,2888,2123
ENSG00000105771,SMG9,56006,SMG9 nonsense mediated mRNA decay factor,1756.8294607831028,-0.21346216696580853,0.10083146113448295,-2.1170194755097866,0.034258194942985515,0.30200456566732664,1615,2097,1395,1981,1701,1832
ENSG00000175115,PACS1,55690,phosphofurin acidic cluster sorting protein 1,9154.695405036482,-0.3220643533262189,0.15212714307838862,-2.1170735662883278,0.03425360471643083,0.30200456566732664,7550,9998,7802,11449,7998,10296
ENSG00000100055,CYTH4,27128,cytohesin 4,670.8427416938245,-0.3911888336991967,0.18490800340776722,-2.1155862725775583,0.0343800103752714,0.3028198354129067,561,847,551,642,555,900
ENSG00000159110,IFNAR2,3455,interferon alpha and beta receptor subunit 2,1460.4241686734372,-0.3330830551224111,0.1575426460578982,-2.114240578389171,0.03449472468736354,0.30309265343878455,1123,1703,1213,1815,1385,1571
ENSG00000163346,PBXIP1,57326,PBX homeobox interacting protein 1,4834.360358918616,-0.6633436261260565,0.31375785306425397,-2.114189715564542,0.034499066917618115,0.30309265343878455,2375,4940,4594,7476,3539,5984
ENSG00000219200,RNASEK,440400,ribonuclease K,5353.314296815148,-0.2763253691464185,0.13066402895993537,-2.1147776579822612,0.03444890194228872,0.30309265343878455,4327,5857,4290,6239,5386,6223
ENSG00000138688,BLTP1,84162,bridge-like lipid transfer protein family member 1,3048.932071186991,-0.2564419821978231,0.12134947985423578,-2.1132515978301645,0.03457923910987365,0.303538678002743,2877,3499,2425,3118,2725,3778
ENSG00000196544,BORCS6,54785,BLOC-1 related complex subunit 6,1013.1591349124651,-0.34051064115457963,0.16121091133127768,-2.1122059192063802,0.03466879104663692,0.30406621068346046,751,1158,793,1193,1044,1188
ENSG00000158985,CDC42SE2,56990,CDC42 small effector 2,8705.713570725213,-0.3167916908398967,0.15014765593746163,-2.109867708969392,0.03486975233197303,0.30479293253425704,7220,10375,7466,10844,7554,8987
ENSG00000166734,GOLM2,113201,golgi membrane protein 2,798.5909957262669,-0.47782219591637987,0.22640305850492573,-2.110493555483413,0.034815865685054494,0.30479293253425704,788,1153,542,1062,605,704
ENSG00000173221,GLRX,2745,glutaredoxin,172.3008697279402,0.4763323183701032,0.22567084134189508,2.1107393207634293,0.03479472425308094,0.30479293253425704,203,158,192,147,180,146
ENSG00000214425,NA,NA,NA,576.577563850895,-0.3799874908569648,0.1800748482583722,-2.1101641596929577,0.034844218455762806,0.30479293253425704,548,645,386,596,526,799
ENSG00000118939,UCHL3,7347,ubiquitin C-terminal hydrolase L3,781.8316099330252,0.42731727619606996,0.2026571734786936,2.1085721707304677,0.03498152712020335,0.3055112558898978,1036,853,580,587,1026,662
