gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7C2_no,D2_B7C2_Il8,D2_B7C2_no,D3_B7C2_Il8,D3_B7C2_no
ENSG00000124209,RAB22A,57403,"RAB22A, member RAS oncogene family",1519.844122138275,0.05771007181569505,0.12025585836474659,0.4798940575573069,0.631302726916795,0.9999578066363455,1380,1677,1932,1469,1389,1360
ENSG00000124212,PTGIS,5740,prostaglandin I2 synthase,55.67260150360494,0.32147898039698164,0.5260745630482885,0.6110901438271461,0.5411399044858303,0.9999578066363455,29,34,77,53,83,59
ENSG00000124214,STAU1,6780,staufen double-stranded RNA binding protein 1,7318.138160141015,0.0038975157771429744,0.0897270302577354,0.04343747659927671,0.9653528038749348,0.9999578066363455,6660,8466,7883,6488,7510,7194
ENSG00000124217,MOCS3,27304,molybdenum cofactor synthesis 3,430.42836675060113,0.0377708574276809,0.19841283564889164,0.19036498976568048,0.8490231301144323,0.9999578066363455,406,591,497,396,413,318
ENSG00000124222,STX16,8675,syntaxin 16,4134.132465363996,-0.03748613658993309,0.10618383402708075,-0.353030543052088,0.7240655428462568,0.9999578066363455,3593,4821,4426,3651,4273,4214
ENSG00000124224,NA,NA,NA,310.16390827695534,-0.059612775943266444,0.2500629980342135,-0.2383910311077301,0.8115778230778823,0.9999578066363455,276,361,255,263,374,334
ENSG00000124225,PMEPA1,56937,"prostate transmembrane protein, androgen induced 1",53.18106610965355,-0.21609026989104463,0.4823113996484936,-0.44803060854155685,0.6541311065211994,0.9999578066363455,32,52,87,67,34,52
ENSG00000124226,RNF114,55905,ring finger protein 114,2469.3593600503964,-0.010654741726304748,0.09822000768752273,-0.10847832307447743,0.9136162747142849,0.9999578066363455,2229,2775,2739,2522,2448,2197
ENSG00000124228,DDX27,55661,DEAD-box helicase 27,2578.249520154364,-0.05069719302436026,0.18911092730853926,-0.2680817747863216,0.7886363741538907,0.9999578066363455,2428,3303,2659,1842,2519,2854
ENSG00000124243,BCAS4,55653,breast carcinoma amplified sequence 4,458.0935497233244,-0.13734020559534466,0.18755629978871186,-0.7322612236968994,0.464009142047657,0.9999578066363455,371,506,577,512,380,428
ENSG00000124256,ZBP1,81030,Z-DNA binding protein 1,122.19128358877418,-0.12055802734059716,0.2612515021875395,-0.46146347994605796,0.644466116893021,0.9999578066363455,106,159,154,128,96,101
ENSG00000124257,NEURL2,140825,neuralized E3 ubiquitin protein ligase 2,22.319188980253358,-0.2869293287338977,0.48179901100302036,-0.5955373966761816,0.5514843092723507,0.9999578066363455,22,27,19,22,19,25
ENSG00000124275,MTRR,4552,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,973.0961307862456,0.018634818579325356,0.24552931162772862,0.07589651294905048,0.939501431123081,0.9999578066363455,988,1232,815,685,1107,1033
ENSG00000124279,FASTKD3,79072,FAST kinase domains 3,101.35025570049655,-0.29770953169693054,0.3653767059234911,-0.8148016194531846,0.415185873806477,0.9999578066363455,80,152,138,80,61,111
ENSG00000124313,IQSEC2,23096,IQ motif and Sec7 domain ArfGEF 2,16.010702682184615,-0.8133769540713515,0.6836856799227807,-1.1896942966001844,0.23416656787149587,0.9999578066363455,7,13,12,24,16,23
ENSG00000124333,VAMP7,6845,vesicle associated membrane protein 7,41.2533099614821,0.8632848009408729,0.48096273004481616,1.7949099732955025,0.07266804467590865,0.9999578066363455,38,30,43,25,78,33
ENSG00000124334,IL9R,3581,interleukin 9 receptor,200.94898728685055,0.09070596538138796,0.5277503396157838,0.17187286975016314,0.8635374759666188,0.9999578066363455,121,137,384,313,144,124
ENSG00000124356,STAMBP,10617,STAM binding protein,3319.2100245487686,0.09018369177281106,0.10527513037372724,0.8566476379811501,0.3916396497242147,0.9999578066363455,3342,3862,3594,2805,3339,3102
ENSG00000124357,NAGK,55577,N-acetylglucosamine kinase,833.5946340465099,0.04933634289682818,0.2479417920361727,0.19898356985993876,0.8422755969503903,0.9999578066363455,927,1176,722,603,868,745
ENSG00000124370,MCEE,84693,methylmalonyl-CoA epimerase,111.88750968644872,-0.11165764654071092,0.29437136388480567,-0.37930879236067655,0.7044585712939356,0.9999578066363455,74,143,146,92,109,119
ENSG00000124374,PAIP2B,400961,poly(A) binding protein interacting protein 2B,209.77293512733442,-0.0930378565817489,0.3177378262631366,-0.29281328470063556,0.7696648733791858,0.9999578066363455,118,225,288,245,218,182
ENSG00000124380,SNRNP27,11017,small nuclear ribonucleoprotein U4/U6.U5 subunit 27,2206.7243442178346,0.008475401375126902,0.21329125257743528,0.039736282068341795,0.9683033756010492,0.9999578066363455,2429,2857,1991,1615,2162,2252
ENSG00000124383,MPHOSPH10,10199,M-phase phosphoprotein 10,1703.6126404345391,0.031440766555349865,0.17458017261967534,0.18009357009769883,0.8570791103984674,0.9999578066363455,1808,2051,1561,1400,1760,1673
ENSG00000124406,ATP8A1,10396,ATPase phospholipid transporting 8A1,101.71550841106577,0.4380865837462767,0.35437059937699633,1.236238515600498,0.21636991792808616,0.9999578066363455,101,108,89,84,158,71
ENSG00000124422,USP22,23326,ubiquitin specific peptidase 22,7422.848085812022,-0.019757785555043407,0.08768538754526509,-0.22532586224636358,0.8217257817705304,0.9999578066363455,6399,8216,8610,7364,7284,6990
ENSG00000124429,POF1B,79983,POF1B actin binding protein,28.59897212285702,0.03710009009430891,0.8012673651852815,0.0463017610678928,0.9630697356873039,0.9999578066363455,10,12,54,47,27,23
ENSG00000124444,ZNF576,79177,zinc finger protein 576,369.26361921890646,-0.08071821007269116,0.17077320425916148,-0.47266320511381316,0.6364534815184859,0.9999578066363455,358,491,379,314,341,354
ENSG00000124459,ZNF45,7596,zinc finger protein 45,274.5524978734236,0.05037098155244433,0.2652146516666658,0.18992533495379033,0.8493676393672545,0.9999578066363455,271,278,227,300,332,233
ENSG00000124466,LYPD3,27076,LY6/PLAUR domain containing 3,30.414793613339615,-0.3003174215641427,0.4920431778492764,-0.6103476993153972,0.5416315057595245,0.9999578066363455,19,34,35,44,29,23
ENSG00000124486,USP9X,8239,ubiquitin specific peptidase 9 X-linked,6206.641202542475,0.09778457516836325,0.11149505209781521,0.877030624485258,0.3804700043762995,0.9999578066363455,5680,7057,7956,5875,5823,5262
ENSG00000124496,TRERF1,55809,transcriptional regulating factor 1,1987.2450883305028,0.060837639341177474,0.2371251383428326,0.2565634321453475,0.7975158071445185,0.9999578066363455,1695,2203,2905,2252,1611,1432
ENSG00000124507,PACSIN1,29993,protein kinase C and casein kinase substrate in neurons 1,25.583560459247686,-0.05441277045362071,0.6838972906864808,-0.07956278112902361,0.9365849976929357,0.9999578066363455,29,53,32,12,15,18
ENSG00000124508,BTN2A2,10385,butyrophilin subfamily 2 member A2,1608.7902071540568,-0.16019087656347222,0.16993124082001573,-0.9426805559146119,0.34584432184940905,0.9999578066363455,1626,2228,1507,1398,1408,1567
ENSG00000124523,SIRT5,23408,sirtuin 5,357.4229367902075,0.13151972903166867,0.16078820335664418,0.8179687706314179,0.4133750196990964,0.9999578066363455,312,365,442,355,377,309
ENSG00000124532,MRS2,57380,magnesium transporter MRS2,1041.4845663214699,0.06594758006554824,0.2284017829615991,0.2887349617434288,0.7727842060193814,0.9999578066363455,1009,1088,1445,1160,788,820
ENSG00000124535,WRNIP1,56897,WRN helicase interacting protein 1,2442.4115159994644,-0.04709677933676157,0.12566943604741454,-0.3747671734517226,0.7078336296882365,0.9999578066363455,2109,2680,2965,2580,2210,2228
ENSG00000124541,RRP36,88745,ribosomal RNA processing 36,1215.3558398432738,-0.17080909832227897,0.19033199386050964,-0.8974271474687614,0.36949103185502663,0.9999578066363455,1203,1730,1075,1013,1133,1201
ENSG00000124549,NA,NA,NA,56.66292976261333,0.30475383487516106,0.34963052799011857,0.871645381274527,0.38340186534752563,0.9999578066363455,53,49,63,59,72,44
ENSG00000124562,SNRPC,6631,small nuclear ribonucleoprotein polypeptide C,300.0073748764388,-0.19814584737671448,0.29420402675459517,-0.6734980807791395,0.5006304693415647,0.9999578066363455,300,401,362,345,184,231
ENSG00000124570,SERPINB6,5269,serpin family B member 6,2472.006328928739,-0.024590418251000976,0.16765844673536182,-0.14666972484729854,0.8833927161979394,0.9999578066363455,2497,3300,2845,2328,2044,2003
ENSG00000124571,XPO5,57510,exportin 5,94.06315696930754,0.49126057077172375,0.49710948870212174,0.9882341454682979,0.323037989077275,0.9999578066363455,142,92,48,73,129,72
ENSG00000124574,ABCC10,89845,ATP binding cassette subfamily C member 10,780.285583895315,-0.017385102907654888,0.14818812095509817,-0.11731779035731664,0.906608227713895,0.9999578066363455,771,894,851,828,710,654
ENSG00000124588,NQO2,4835,N-ribosyldihydronicotinamide:quinone reductase 2,554.013268470555,-0.045731252716107826,0.21010670202721135,-0.2176572773494159,0.8276961533073126,0.9999578066363455,494,669,695,625,466,415
ENSG00000124596,OARD1,221443,O-acyl-ADP-ribose deacylase 1,1350.525196811764,-0.019369183488118787,0.14791766632602354,-0.13094570763053687,0.8958182564920828,0.9999578066363455,1114,1392,1697,1405,1265,1291
ENSG00000124608,AARS2,57505,"alanyl-tRNA synthetase 2, mitochondrial",1293.2035787429684,0.011672093920995795,0.16307492440546964,0.07157503806026173,0.9429401058542572,0.9999578066363455,1335,1723,1441,1091,1128,1131
ENSG00000124613,ZNF391,346157,zinc finger protein 391,48.42264510250281,0.0031099219133283447,0.39751204800331713,0.007823465801726827,0.9937578411018029,0.9999578066363455,41,65,42,37,62,46
ENSG00000124614,RPS10,6204,ribosomal protein S10,15972.969494091958,0.011821976291050225,0.08057015037530559,0.14672898382319033,0.8833459404174846,0.9999578066363455,14333,17883,17733,15728,16278,14499
ENSG00000124635,H2BC11,8970,H2B clustered histone 11,28.573032689712157,-0.3331420084410173,0.4191416923261688,-0.7948195432244711,0.42671848102798887,0.9999578066363455,24,40,26,28,26,29
ENSG00000124641,MED20,9477,mediator complex subunit 20,618.1724649855129,-3.7618233113808426e-4,0.13928308953480414,-0.002700847119305776,0.997845038402339,0.9999578066363455,581,682,755,585,534,601
ENSG00000124659,TBCC,6903,tubulin folding cofactor C,721.3780735570622,-0.053550923175495084,0.14339565038118587,-0.3734487275809392,0.7088144989271941,0.9999578066363455,676,859,779,768,676,601
ENSG00000124688,MAD2L1BP,9587,MAD2L1 binding protein,865.5074624309286,-0.0801182254312768,0.12730535617730143,-0.6293389990574637,0.5291271446715939,0.9999578066363455,834,1103,875,803,816,802
ENSG00000124702,KLHDC3,116138,kelch domain containing 3,2454.3930467222017,0.03557978386255557,0.12641040137342252,0.2814624704612016,0.7783557092450164,0.9999578066363455,2220,2719,3022,2537,2283,2075
ENSG00000124731,TREM1,54210,triggering receptor expressed on myeloid cells 1,41.64646669835533,-0.025652426278179905,0.9717209719097376,-0.026398963302978643,0.9789391210273283,0.9999578066363455,8,13,98,82,27,26
ENSG00000124733,MEA1,4201,male-enhanced antigen 1,2863.515724166772,0.00393280938143367,0.08401006955708706,0.046813547496960733,0.9626618315308448,0.9999578066363455,2677,3168,3153,2656,2803,2816
ENSG00000124762,CDKN1A,1026,cyclin dependent kinase inhibitor 1A,9133.259373241599,-0.029463537618525805,0.2226263808303644,-0.13234522121157,0.8947112405695312,0.9999578066363455,9291,11485,7727,6578,9852,10045
ENSG00000124766,SOX4,6659,SRY-box transcription factor 4,247.969903662929,0.14167756944301604,0.32672443437458165,0.43363016210959643,0.6645570282600451,0.9999578066363455,176,197,292,202,320,302
ENSG00000124767,GLO1,2739,glyoxalase I,5653.598041398964,0.02329081713412318,0.13447033808563766,0.17320412416372735,0.8624909820235718,0.9999578066363455,5581,6535,6683,5790,4933,4678
ENSG00000124772,CPNE5,57699,copine 5,124.1972967532739,0.09276471188457465,0.3761172660819543,0.2466377384131087,0.8051885955520024,0.9999578066363455,140,195,109,74,132,105
ENSG00000124782,RREB1,6239,ras responsive element binding protein 1,607.3077701630696,0.09025675690949758,0.15884026311725014,0.5682234160168402,0.5698832734165362,0.9999578066363455,545,622,808,564,550,587
ENSG00000124783,SSR1,6745,signal sequence receptor subunit 1,6911.48475846512,0.031173711165789014,0.107600532317256,0.2897170719739056,0.7720326946641527,0.9999578066363455,5982,7232,7941,6426,7180,6936
ENSG00000124784,RIOK1,83732,RIO kinase 1,1734.3432041656056,0.06931017837592726,0.23032950964302323,0.3009174920024265,0.7634774114851239,0.9999578066363455,1797,2128,1546,1185,1942,1847
ENSG00000124785,NRN1,51299,neuritin 1,172.02105756093053,0.09164521237496619,0.8451986322042103,0.10843038415237707,0.9136543001470161,0.9999578066363455,55,53,107,79,368,347
ENSG00000124786,SLC35B3,51000,solute carrier family 35 member B3,292.97156826074604,-0.30870737672020976,0.22698131766145033,-1.3600563249027233,0.17381210058498556,0.9999578066363455,252,343,348,336,195,298
ENSG00000124787,RPP40,10799,ribonuclease P/MRP subunit p40,97.88554464600873,-0.019713603243209653,0.4538880468830732,-0.04343274377588557,0.9653565765611771,0.9999578066363455,121,151,60,61,104,93
ENSG00000124788,ATXN1,6310,ataxin 1,1755.3981334486002,0.0038176133605221365,0.3315460646064032,0.011514579022538657,0.9908128981870143,0.9999578066363455,1130,1490,2862,2298,1456,1426
ENSG00000124789,NUP153,9972,nucleoporin 153,7063.013364957364,0.049389658260961734,0.1173578225008804,0.42084675063386784,0.6738669909513683,0.9999578066363455,7097,8748,7794,5885,6700,6535
ENSG00000124795,DEK,7913,DEK proto-oncogene,12431.451729552879,-0.018217289813400504,0.07208698754535742,-0.2527125967351336,0.8004903129957472,0.9999578066363455,11136,13959,14291,11727,11884,12130
ENSG00000124802,EEF1E1,9521,eukaryotic translation elongation factor 1 epsilon 1,378.95642765980506,-0.1205000006920814,0.27987979703499155,-0.43054197540744993,0.6668014394927235,0.9999578066363455,384,535,277,298,414,377
ENSG00000124813,RUNX2,860,RUNX family transcription factor 2,3897.7269310694255,-0.041743501516615655,0.09990102600087944,-0.4178485766126985,0.676057832088417,0.9999578066363455,3518,4712,4626,3759,3479,3537
ENSG00000124831,LRRFIP1,9208,LRR binding FLII interacting protein 1,7084.5204601988735,0.05584570456679171,0.1321938613465353,0.42245308517312163,0.6726943374485216,0.9999578066363455,6188,7129,9121,7014,6625,6744
ENSG00000124920,MYRF,745,myelin regulatory factor,56.585425058765516,-0.08872698435904357,0.6531248838064592,-0.13584995237348219,0.8919399007860704,0.9999578066363455,29,51,111,92,33,31
ENSG00000124942,AHNAK,79026,AHNAK nucleoprotein,21545.961154818913,0.21105845769527623,0.2857721118219643,0.7385551247448715,0.46017718222644644,0.9999578066363455,15075,19859,37341,23947,19197,16121
ENSG00000125037,EMC3,55831,ER membrane protein complex subunit 3,1258.4886542509496,-0.047868669956324446,0.08716326096236779,-0.5491840189066751,0.5828791705242427,0.9999578066363455,1119,1446,1389,1221,1224,1204
ENSG00000125089,SH3TC1,54436,SH3 domain and tetratricopeptide repeats 1,784.2067292649449,-0.017900134080086227,0.29119611829065706,-0.06147106007168416,0.9509840615242344,0.9999578066363455,707,861,1073,1012,596,509
ENSG00000125107,CNOT1,23019,CCR4-NOT transcription complex subunit 1,8049.312885478577,-0.011334575182321322,0.11807291251576538,-0.09599640544826828,0.9235234274159932,0.9999578066363455,7636,10364,8319,7285,8111,7025
ENSG00000125122,FBXL9P,26231,"F-box and leucine rich repeat protein, pseudogene",30.804793215440167,-0.3400528173457384,0.40761356049786945,-0.8342529550056905,0.40413845608727916,0.9999578066363455,25,38,31,29,26,37
ENSG00000125124,BBS2,583,Bardet-Biedl syndrome 2,211.6291517036943,-0.13952492757268048,0.3637647224479146,-0.38355815988357217,0.7013059558442782,0.9999578066363455,216,278,185,282,199,116
ENSG00000125144,MT1G,4495,metallothionein 1G,192.83997251671016,-0.054319768627475395,0.19558352944075844,-0.277731815060269,0.781218236128905,0.9999578066363455,165,226,196,171,208,198
ENSG00000125148,MT2A,4502,metallothionein 2A,12729.247457114741,0.19540819361790285,0.3193486512303841,0.6118960980891437,0.5406065033687997,0.9999578066363455,17586,19283,10875,7944,11594,9763
ENSG00000125149,PHAF1,80262,phagosome assembly factor 1,594.766975630396,-0.12186131026948291,0.1481239406804242,-0.8226982735518586,0.41067959735786286,0.9999578066363455,544,746,580,518,585,619
ENSG00000125166,GOT2,2806,glutamic-oxaloacetic transaminase 2,313.69868190616944,-0.03454905351050151,0.38190964930042354,-0.09046394500319109,0.927918544159907,0.9999578066363455,335,265,195,268,381,410
ENSG00000125170,DOK4,55715,docking protein 4,483.31042375954405,0.12139401502930634,0.26961646854563065,0.45024703306935154,0.6525323263136187,0.9999578066363455,558,643,407,335,527,444
ENSG00000125245,GPR18,2841,G protein-coupled receptor 18,137.48718510555966,-0.5057411324939768,0.3430698465510246,-1.4741637528868574,0.14043750665673627,0.9999578066363455,85,168,178,191,87,127
ENSG00000125246,CLYBL,171425,citramalyl-CoA lyase,197.25001957046214,-0.1962288899372004,0.2295387922543944,-0.8548833424187526,0.3926157331894756,0.9999578066363455,151,228,245,230,164,178
ENSG00000125247,TMTC4,84899,transmembrane O-mannosyltransferase targeting cadherins 4,412.2999646372073,-0.040212348922225076,0.17068271642481828,-0.23559707605156185,0.8137453425742959,0.9999578066363455,318,455,457,399,454,408
ENSG00000125249,RAP2A,5911,"RAP2A, member of RAS oncogene family",2306.5855508096834,0.08803823343453976,0.07851081515268536,1.121351666815913,0.26213820104171287,0.9999578066363455,2183,2504,2711,2126,2277,2132
ENSG00000125257,ABCC4,10257,ATP binding cassette subfamily C member 4,1025.3948000977853,8.212764160465902e-4,0.09975317260618384,0.008233085671258923,0.9934310222668213,0.9999578066363455,963,1232,1122,925,1003,957
ENSG00000125266,EFNB2,1948,ephrin B2,68.10531814735205,0.4012534654797252,0.5277716404064764,0.7602785651208729,0.44708809164639146,0.9999578066363455,107,98,51,31,69,54
ENSG00000125304,TM9SF2,9375,transmembrane 9 superfamily member 2,3187.6864701194518,0.06667738559252812,0.1040972086559907,0.6405300051116297,0.5218280885116398,0.9999578066363455,2997,3701,3917,3010,2952,2744
ENSG00000125319,HROB,78995,homologous recombination factor with OB-fold,957.2004629549401,-0.010892466332481943,0.16322276058421398,-0.06673374652833437,0.9467936683384448,0.9999578066363455,920,1067,939,798,996,1038
ENSG00000125347,IRF1,3659,interferon regulatory factor 1,4948.4217966257,-0.03154073626824701,0.09870836689573682,-0.3195345770593358,0.7493211758197015,0.9999578066363455,4561,5620,5132,4504,5011,5004
ENSG00000125351,UPF3B,65109,UPF3B regulator of nonsense mediated mRNA decay,1350.291952284613,-0.02705376673724649,0.1905347510132153,-0.14198862198828008,0.8870889929655928,0.9999578066363455,1149,1451,1350,1100,1519,1556
ENSG00000125352,RNF113A,7737,ring finger protein 113A,1242.129732364444,-0.14328058931860782,0.14263632468027945,-1.0045168342620472,0.31512956116463375,0.9999578066363455,1021,1330,1392,1406,1158,1183
ENSG00000125354,SEPTIN6,23157,septin 6,13989.673426827812,-0.09140776322533849,0.1352946521819655,-0.6756199284388489,0.499281985519571,0.9999578066363455,12014,15561,17067,15258,12033,12709
ENSG00000125356,NDUFA1,4694,NADH:ubiquinone oxidoreductase subunit A1,2388.558985158026,-0.053485957762944736,0.08039189792836582,-0.665315276056849,0.5058488619470196,0.9999578066363455,2057,2821,2695,2271,2330,2282
ENSG00000125375,DMAC2L,27109,distal membrane arm assembly component 2 like,189.0206256102116,0.1548950032480893,0.2749068720145203,0.5634453664727156,0.5731316525363976,0.9999578066363455,226,243,168,148,197,157
ENSG00000125384,PTGER2,5732,prostaglandin E receptor 2,215.32776461981985,0.10001862153075555,0.3010377368321095,0.33224612496517847,0.73970341731785,0.9999578066363455,169,208,205,174,294,242
ENSG00000125386,FAM193A,8603,family with sequence similarity 193 member A,2746.1699165455593,-0.00207500343749959,0.09496004281054356,-0.021851332161248765,0.9825665468028931,0.9999578066363455,2482,3045,3179,2777,2627,2482
ENSG00000125388,GRK4,2868,G protein-coupled receptor kinase 4,126.37964263986274,-0.13285520745550453,0.20662374906123532,-0.6429813032582782,0.5202362317965792,0.9999578066363455,112,156,131,126,120,119
ENSG00000125430,HS3ST3B1,9953,heparan sulfate-glucosamine 3-sulfotransferase 3B1,792.5817001949592,0.02749279673097475,0.33852268324720325,0.08121404588684054,0.9352717294133033,0.9999578066363455,468,666,1275,993,736,676
ENSG00000125434,SLC25A35,399512,solute carrier family 25 member 35,103.92550555197752,-0.17622118859204058,0.34356949014216975,-0.5129127982787991,0.6080123204923746,0.9999578066363455,93,162,83,76,115,102
ENSG00000125445,MRPS7,51081,mitochondrial ribosomal protein S7,222.88805774362334,0.047700905412847085,0.28810402297682314,0.16556834201750956,0.8684966627877122,0.9999578066363455,221,320,241,135,219,221
ENSG00000125447,GGA3,23163,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",2995.7652270590715,-0.009958359865704085,0.11382839304953817,-0.08748572828723149,0.9302854291107109,0.9999578066363455,2981,3737,3175,2761,2807,2658
ENSG00000125449,ARMC7,79637,armadillo repeat containing 7,502.769835235826,-0.08690320664143643,0.1428465701523116,-0.6083674711179624,0.5429437807967723,0.9999578066363455,444,560,596,519,436,484
ENSG00000125450,NUP85,79902,nucleoporin 85,1496.2962495612387,0.009606095325016792,0.11809550721544658,0.0813417508550261,0.9351701715959183,0.9999578066363455,1499,1845,1598,1326,1411,1369
ENSG00000125454,SLC25A19,60386,solute carrier family 25 member 19,1380.424118322758,-0.006283454733671389,0.1767848557925804,-0.035542946851984274,0.9716468013580517,0.9999578066363455,1311,1602,1325,1089,1485,1501
ENSG00000125457,MIF4GD,57409,MIF4G domain containing,431.98320278340225,-0.04926951123735871,0.14417367400253273,-0.3417372247619436,0.7325486555128748,0.9999578066363455,367,551,492,379,425,409
ENSG00000125458,NT5C,30833,"5', 3'-nucleotidase, cytosolic",964.7288979802361,0.047354251103828314,0.12505104518351234,0.37867937076684144,0.7049259742137128,0.9999578066363455,916,1095,1114,979,927,801
ENSG00000125459,MSTO1,55154,misato mitochondrial distribution and morphology regulator 1,693.084440706987,0.08021044534216369,0.2793254302230704,0.2871576901469634,0.7739915809519108,0.9999578066363455,841,969,579,478,687,629
ENSG00000125462,MIR9-1HG,10485,MIR9-1 host gene,14.85108535032459,-0.6397882140910489,0.6038773542408138,-1.0594671411306387,0.28938708621421205,0.9999578066363455,9,22,12,13,14,20
ENSG00000125482,TTF1,7270,transcription termination factor 1,1570.3810602163067,-0.011443738570124788,0.09573421685786242,-0.1195365559538177,0.9048502801862432,0.9999578066363455,1461,1874,1695,1396,1551,1516
ENSG00000125484,GTF3C4,9329,general transcription factor IIIC subunit 4,2259.462814500564,-0.019946987707905574,0.13129141517157203,-0.15192910885939334,0.879242849243786,0.9999578066363455,2306,2761,2347,1937,2074,2219
ENSG00000125485,DDX31,64794,DEAD-box helicase 31,160.2238828531848,-0.024017877229698236,0.28031848324162345,-0.08568067632199541,0.9317202636918915,0.9999578066363455,175,236,165,124,136,138
ENSG00000125503,PPP1R12C,54776,protein phosphatase 1 regulatory subunit 12C,2319.0360152550375,-0.0803083935807441,0.07924969657770789,-1.01335900386695,0.3108887137104815,0.9999578066363455,2049,2721,2616,2271,2144,2225
ENSG00000125505,MBOAT7,79143,membrane bound O-acyltransferase domain containing 7,3635.875291405739,0.06081775113025894,0.1280954210923272,0.47478473946717736,0.6349404112461364,0.9999578066363455,3499,4407,4455,3461,3271,2971
ENSG00000125510,OPRL1,4987,opioid related nociceptin receptor 1,85.41613079036844,0.08234464737407521,0.39858495173771424,0.20659246420387056,0.8363281460018261,0.9999578066363455,83,104,124,99,61,50
ENSG00000125520,SLC2A4RG,56731,SLC2A4 regulator,2095.633851790912,-0.11200908032074093,0.3332346967346102,-0.33612670414673396,0.7367753217752657,0.9999578066363455,1504,2043,3214,2979,1503,1488
ENSG00000125534,PPDPF,79144,pancreatic progenitor cell differentiation and proliferation factor,4914.116197708765,-0.04828176953119862,0.15465017327281422,-0.3121999058224529,0.7548886036744398,0.9999578066363455,3796,4931,5628,5074,5212,4980
ENSG00000125611,CHCHD5,84269,coiled-coil-helix-coiled-coil-helix domain containing 5,453.65269160902005,-0.06509210919840806,0.15093059521297314,-0.43127179818352107,0.6662707537688561,0.9999578066363455,430,492,522,453,386,453
ENSG00000125629,INSIG2,51141,insulin induced gene 2,1753.1509668017297,0.022284150178921824,0.1429370075118887,0.15590189389594122,0.8761103524513765,0.9999578066363455,1457,1905,2293,1766,1627,1582
ENSG00000125630,POLR1B,84172,RNA polymerase I subunit B,1310.2593046687748,0.1139097065750644,0.1681343220302276,0.6774922883061641,0.4980936613180067,0.9999578066363455,1294,1619,1368,966,1421,1258
ENSG00000125633,CCDC93,54520,coiled-coil domain containing 93,1668.164308993316,0.040596369433721885,0.10501113092378801,0.3865911077863237,0.6990589420417088,0.9999578066363455,1437,1794,1939,1601,1736,1570
ENSG00000125637,PSD4,23550,pleckstrin and Sec7 domain containing 4,15202.615918508596,-0.05791890965398784,0.10367448231258358,-0.5586611899286801,0.576392970908898,0.9999578066363455,13055,17750,17998,15662,14070,13548
ENSG00000125648,SLC25A23,79085,solute carrier family 25 member 23,3263.7798458220454,-0.11796246992356876,0.1510567111761174,-0.7809151212489727,0.434852417870569,0.9999578066363455,3177,4337,3533,3299,2711,2733
ENSG00000125650,PSPN,5623,persephin,136.31857209674408,0.16371533613307465,0.24066545898306593,0.6802610429633537,0.4963391868766727,0.9999578066363455,114,138,168,109,154,141
ENSG00000125651,GTF2F1,2962,general transcription factor IIF subunit 1,880.8662597326052,-0.08881406303288875,0.20948005717838777,-0.42397383421208923,0.6715848959277244,0.9999578066363455,909,1183,787,676,848,916
ENSG00000125652,ALKBH7,84266,alkB homolog 7,826.9546499835081,-0.1456899836713139,0.18681723200806705,-0.7798530258976473,0.4354773905652559,0.9999578066363455,619,873,986,976,782,760
ENSG00000125656,CLPP,8192,caseinolytic mitochondrial matrix peptidase proteolytic subunit,3404.145368353352,0.06400331828636463,0.0892431509424337,0.7171790508343882,0.4732636238182548,0.9999578066363455,3126,3754,3721,3160,3624,3155
ENSG00000125657,TNFSF9,8744,TNF superfamily member 9,458.4096953837523,-0.21139401350673426,0.2186319641511661,-0.9668943620731167,0.33359684535961814,0.9999578066363455,342,527,423,411,512,545
ENSG00000125676,THOC2,57187,THO complex subunit 2,2933.6547432543116,-0.0076305440007372865,0.1268962958185694,-0.06013212561891557,0.95205040370489,0.9999578066363455,2779,3575,3364,2972,2683,2398
ENSG00000125686,MED1,5469,mediator complex subunit 1,217.0004633756323,-0.45751983202124247,0.43852624782390853,-1.0433123086510454,0.29680367223639126,0.9999578066363455,280,249,128,188,126,316
ENSG00000125691,RPL23,9349,ribosomal protein L23,15930.82756196689,0.006268241675803426,0.08642724044475938,0.07252622718886668,0.9421831341460293,0.9999578066363455,14284,17084,17681,15309,16161,15538
ENSG00000125703,ATG4C,84938,autophagy related 4C cysteine peptidase,531.3957737853897,0.02803647722143811,0.16609082279839918,0.16880208520291787,0.8659523181090945,0.9999578066363455,432,551,673,551,525,483
ENSG00000125726,CD70,970,CD70 molecule,3703.590811303068,-0.07515548564082997,0.19267394381867028,-0.39006564225186807,0.6964880080338561,0.9999578066363455,2913,4064,3582,3175,4345,4215
ENSG00000125730,C3,718,complement C3,9.22513451858767,0.6772919887954397,0.7960008997059923,0.8508683709347584,0.3948424764479603,0.9999578066363455,13,5,13,6,8,10
ENSG00000125731,SH2D3A,10045,SH2 domain containing 3A,87.42301414272349,0.5539532338162843,0.5172282834517703,1.0710033684148643,0.2841679150790137,0.9999578066363455,103,118,91,25,116,78
ENSG00000125733,TRIP10,9322,thyroid hormone receptor interactor 10,224.06244583300222,-0.25381400639401863,0.607033859827639,-0.41812166205372214,0.6758581677633565,0.9999578066363455,268,389,137,56,194,313
