"gs_id","gs_description","gs_pvalue","gs_genes","gs_de_count","gs_bg_count","Expected","DE_count","z_score","aggr_score"
"GO:0003401","axis elongation",0.015,"MED12,TRIM28",2,11,0.19,2,0,-0.313290360909927
"GO:0003159","morphogenesis of an endothelium",0.015,"CTNNB1,CXCL10",2,11,0.19,2,1.41421356237309,0.499631372184237
"GO:0061154","endothelial tube morphogenesis",0.015,"CTNNB1,CXCL10",2,11,0.19,2,1.41421356237309,0.499631372184237
"GO:1990403","embryonic brain development",0.015,"CTNNB1,MED12",2,11,0.19,2,0,-0.329854948568346
"GO:0048770","pigment granule",0.01512,"ATP1B3,NAP1L1,RAN,SLC1A5,STX3",5,86,1.45,5,1.34164078649987,0.391647684500168
"GO:0042470","melanosome",0.01512,"ATP1B3,NAP1L1,RAN,SLC1A5,STX3",5,86,1.45,5,1.34164078649987,0.391647684500168
"GO:0016925","protein sumoylation",0.01529,"CTNNB1,EGR1,EGR2,TRIM28",4,55,0.96,4,2,0.633541434784111
"GO:0042277","peptide binding",0.0155,"ECE1,LRP8,NLN,NOLC1,PFDN2,PPID,SLC7A5",7,154,2.6,7,2.64575131106459,0.620846722009788
"GO:0070848","response to growth factor",0.01575,"CTNNB1,DUSP6,EGR1,EGR3,HIVEP1,IER2,LEF1,LRP8,MARS1,NIBAN2,NTRK1,PDCD4,PTPRK,SPRY4",14,422,7.36,14,2.1380899352994,0.542496650070345
"GO:0019842","vitamin binding",0.0158,"GOT1,GPT2,PSAT1,STRA6,TCN2",5,87,1.47,5,2.23606797749979,0.720604374008843
"GO:0001216","DNA-binding transcription activator activity",0.0159,"E2F4,EGR1,EGR2,EGR3,FOSL1,LEF1,PAX5,ZNF227,ZNF33A,ZNF33B",10,269,4.54,10,0,0.0617532613558521
"GO:0045824","negative regulation of innate immune response",0.01625,"CD96,LYAR,MMP12,OAS1",4,56,0.98,4,1,0.545606069585403
"GO:2000243","positive regulation of reproductive process",0.01638,"C1QBP,CTNNB1,LFNG",3,31,0.54,3,1.73205080756888,0.524462603185772
"GO:0043368","positive T cell selection",0.01638,"IL23A,ITPKB,SLAMF6",3,31,0.54,3,-0.577350269189626,-0.051221494369214
"GO:0072577","endothelial cell apoptotic process",0.01638,"CD40LG,IL13,PDCD4",3,31,0.54,3,0.577350269189626,0.812879983348311
"GO:0048247","lymphocyte chemotaxis",0.01638,"CCL22,CXCL10,CXCL11",3,31,0.54,3,1.73205080756888,1.26334450216433
"GO:0045622","regulation of T-helper cell differentiation",0.01638,"BCL6,IL2,IL23A",3,31,0.54,3,0.577350269189626,0.28949410883321
"GO:0032433","filopodium tip",0.01678,"MYO3B,OSBPL3",2,12,0.2,2,1.41421356237309,0.751542715925789
"GO:0032946","positive regulation of mononuclear cell proliferation",0.01687,"BCL6,CD40LG,CSF1,IL13,IL2,IL23A,PNP,TMIGD2",8,105,1.83,8,1.41421356237309,0.533497622634217
"GO:0043069","negative regulation of programmed cell death",0.01702,"AIFM2,ASNS,ATAD3A,BCL6,CD27,CD40LG,CSF2,CTNNB1,EGR3,EVI2B,IL13,IL2,ITPKB,LEF1,NIBAN2,NOC2L,NTRK1,PDCD4,SLC7A5,TXNDC5",20,578,10.08,20,1.78885438199983,0.336473417556801
"GO:0016064","immunoglobulin mediated immune response",0.01707,"BCL6,C1QBP,CD27,CD40LG,IL2",5,86,1.5,5,0.447213595499958,0.0674369839279167
"GO:0060538","skeletal muscle organ development",0.01723,"CTNNB1,EGR1,EGR2,MYL6B,NIBAN2,NLN,PAX5,STRA6",8,103,1.8,8,1.41421356237309,0.431164555636326
"GO:0061515","myeloid cell development",0.01724,"BCL6,EVI2B,LYAR,TSPAN2",4,57,0.99,4,-1,-0.554372812984455
"GO:1901863","positive regulation of muscle tissue development",0.01779,"CTNNB1,NIBAN2",2,12,0.21,2,1.41421356237309,0.552872324849968
"GO:0048485","sympathetic nervous system development",0.01779,"CTNNB1,NTRK1",2,12,0.21,2,1.41421356237309,0.364991520933676
"GO:0006596","polyamine biosynthetic process",0.01779,"ODC1,SRM",2,12,0.21,2,1.41421356237309,0.667091484860976
"GO:0009209","pyrimidine ribonucleoside triphosphate biosynthetic process",0.01779,"NME1,UCK2",2,12,0.21,2,1.41421356237309,0.556447496426263
"GO:0045821","positive regulation of glycolytic process",0.01779,"IFNG,ZBTB20",2,12,0.21,2,0,0.540654980013416
"GO:0045651","positive regulation of macrophage differentiation",0.01779,"CSF1,LIF",2,12,0.21,2,1.41421356237309,1.27143494020421
"GO:2000353","positive regulation of endothelial cell apoptotic process",0.01779,"CD40LG,PDCD4",2,12,0.21,2,0,0.213563008983703
"GO:0008375","acetylglucosaminyltransferase activity",0.0178,"B3GNT5,GCNT1,LFNG",3,33,0.56,3,1.73205080756888,0.740583516975835
"GO:0046640","regulation of alpha-beta T cell proliferation",0.01785,"CBLB,IL2,IL23A",3,32,0.56,3,0.577350269189626,0.544453926977636
"GO:0042307","positive regulation of protein import into nucleus",0.01785,"IFNG,RAN,TRIM28",3,32,0.56,3,1.73205080756888,0.850239687581593
"GO:0045943","positive regulation of transcription by RNA polymerase I",0.01785,"DHX33,LYAR,MARS1",3,32,0.56,3,1.73205080756888,0.659586461294037
"GO:0002831","regulation of response to biotic stimulus",0.01786,"C1QBP,CD96,IL23A,IRAK1,LRP8,LYAR,MAPKAPK3,MMP12,OAS1,PVR,SLAMF6",11,305,5.32,11,2.11057941204435,0.477570827024908
"GO:0071774","response to fibroblast growth factor",0.01827,"CTNNB1,EGR3,IER2,SPRY4",4,58,1.01,4,2,0.779829033984393
"GO:0034340","response to type I interferon",0.01827,"IFI27,IRAK1,MMP12,OAS1",4,58,1.01,4,2,1.013857361724
"GO:0002637","regulation of immunoglobulin production",0.01827,"BCL6,CD40LG,IL13,IL2",4,58,1.01,4,1,0.731854520100229
"GO:0019724","B cell mediated immunity",0.01868,"BCL6,C1QBP,CD27,CD40LG,IL2",5,88,1.53,5,0.447213595499958,0.0674369839279167
"GO:0002703","regulation of leukocyte mediated immunity",0.01878,"BCL6,CD96,IL13,IL2,IL23A,PVR,SLAMF6",7,155,2.7,7,0.377964473009227,0.294490499460514
"GO:0015108","chloride transmembrane transporter activity",0.0193,"APOL1,SLC26A4,SLC6A6",3,34,0.57,3,1.73205080756888,0.782466812534369
"GO:0071216","cellular response to biotic stimulus",0.01938,"CSF2,CXCL10,CXCL11,IRAK1,PDCD4,SLC7A5,TXNIP",7,156,2.72,7,1.13389341902768,0.681607610103581
"GO:0071622","regulation of granulocyte chemotaxis",0.01939,"C1QBP,CSF1,IL23A",3,33,0.58,3,1.73205080756888,0.729925727716127
"GO:0005788","endoplasmic reticulum lumen",0.01945,"APOL1,CKAP4,CSF1,IL23A,TSPAN33,TXNDC5,WNT5B",7,161,2.72,7,1.13389341902768,0.105596081546572
"GO:0002832","negative regulation of response to biotic stimulus",0.01952,"C1QBP,CD96,LYAR,MMP12,OAS1",5,89,1.55,5,1.34164078649987,0.53566412543885
"GO:1904375","regulation of protein localization to cell periphery",0.02039,"EPB41,GBP1,IFNG,SQSTM1,STX3",5,90,1.57,5,0.447213595499958,0.536597697498489
